date,open,high,low,close,volume
2025-11-26 09:30:00-05:00,3.5999999046325684,3.630000114440918,3.5999999046325684,3.630000114440918,5741
2025-11-26 09:31:00-05:00,3.631999969482422,3.631999969482422,3.631999969482422,3.631999969482422,1535
2025-11-26 09:32:00-05:00,3.740000009536743,3.740000009536743,3.7399001121520996,3.7399001121520996,3610
2025-11-26 09:33:00-05:00,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,317
2025-11-26 09:34:00-05:00,3.7049999237060547,3.7049999237060547,3.640000104904175,3.7049999237060547,4068
2025-11-26 09:35:00-05:00,3.759999990463257,3.7699999809265137,3.759999990463257,3.76990008354187,1656
2025-11-26 09:36:00-05:00,3.9899001121520996,3.9899001121520996,3.9899001121520996,3.9899001121520996,2988
2025-11-26 09:37:00-05:00,3.882699966430664,3.882699966430664,3.882699966430664,3.882699966430664,653
2025-11-26 09:38:00-05:00,3.809999942779541,3.809999942779541,3.809999942779541,3.809999942779541,428
2025-11-26 09:39:00-05:00,3.8299999237060547,3.8965001106262207,3.8299999237060547,3.8965001106262207,802
2025-11-26 09:40:00-05:00,3.875,3.875,3.875,3.875,245
2025-11-26 09:41:00-05:00,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,417
2025-11-26 09:43:00-05:00,3.744999885559082,3.744999885559082,3.744999885559082,3.744999885559082,260
2025-11-26 09:44:00-05:00,3.880000114440918,3.880000114440918,3.880000114440918,3.880000114440918,46
2025-11-26 09:46:00-05:00,3.815000057220459,3.8798999786376953,3.815000057220459,3.815000057220459,5640
2025-11-26 09:47:00-05:00,3.8499999046325684,3.8798999786376953,3.8499999046325684,3.8798999786376953,1474
2025-11-26 09:48:00-05:00,3.8441998958587646,3.8441998958587646,3.7701001167297363,3.7701001167297363,0
2025-11-26 09:50:00-05:00,3.7701001167297363,3.7701001167297363,3.7701001167297363,3.7701001167297363,1240
2025-11-26 09:51:00-05:00,3.7799999713897705,3.7799999713897705,3.7799999713897705,3.7799999713897705,196
2025-11-26 09:54:00-05:00,3.800600051879883,3.805000066757202,3.800600051879883,3.805000066757202,1118
2025-11-26 09:55:00-05:00,3.8099000453948975,3.8099000453948975,3.805000066757202,3.805000066757202,661
2025-11-26 09:56:00-05:00,3.809999942779541,3.809999942779541,3.809999942779541,3.809999942779541,641
2025-11-26 09:57:00-05:00,3.7701001167297363,3.799999952316284,3.7701001167297363,3.7899999618530273,3460
2025-11-26 09:58:00-05:00,3.770400047302246,3.7899999618530273,3.770400047302246,3.7899999618530273,533
2025-11-26 09:59:00-05:00,3.805000066757202,3.805000066757202,3.805000066757202,3.805000066757202,9792
2025-11-26 10:00:00-05:00,3.805000066757202,3.805000066757202,3.805000066757202,3.805000066757202,0
2025-11-26 10:01:00-05:00,3.7899999618530273,3.7899999618530273,3.7899999618530273,3.7899999618530273,1349
2025-11-26 10:05:00-05:00,3.771399974822998,3.771399974822998,3.771399974822998,3.771399974822998,304
2025-11-26 10:18:00-05:00,3.755000114440918,3.755000114440918,3.755000114440918,3.755000114440918,1473
2025-11-26 10:22:00-05:00,3.738100051879883,3.738100051879883,3.738100051879883,3.738100051879883,200
2025-11-26 10:23:00-05:00,3.722100019454956,3.722100019454956,3.722100019454956,3.722100019454956,262
2025-11-26 10:41:00-05:00,3.6017000675201416,3.6017000675201416,3.6017000675201416,3.6017000675201416,783
2025-11-26 10:54:00-05:00,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,121
2025-11-26 10:56:00-05:00,3.726300001144409,3.726300001144409,3.726300001144409,3.726300001144409,392
2025-11-26 11:11:00-05:00,3.7300000190734863,3.7300000190734863,3.719399929046631,3.719399929046631,431
2025-11-26 11:15:00-05:00,3.726799964904785,3.726799964904785,3.726799964904785,3.726799964904785,170
2025-11-26 11:17:00-05:00,3.759999990463257,3.759999990463257,3.759999990463257,3.759999990463257,321
