date,open,high,low,close,volume
2025-11-26 09:30:00-05:00,210.14999389648438,210.4600067138672,209.44000244140625,210.2899932861328,2103755
2025-11-26 09:31:00-05:00,210.2427978515625,210.96910095214844,209.0894012451172,209.85499572753906,351877
2025-11-26 09:32:00-05:00,209.85000610351562,210.27490234375,209.07000732421875,209.77999877929688,207996
2025-11-26 09:33:00-05:00,209.77999877929688,210.9499969482422,209.63999938964844,210.9499969482422,180556
2025-11-26 09:34:00-05:00,210.90280151367188,210.9499053955078,209.77999877929688,210.5,173755
2025-11-26 09:35:00-05:00,210.5,211.27999877929688,210.05999755859375,211.2198944091797,198013
2025-11-26 09:36:00-05:00,211.1699981689453,212.7899932861328,211.07000732421875,212.65530395507812,389776
2025-11-26 09:37:00-05:00,212.68499755859375,212.83999633789062,211.4600067138672,211.46499633789062,324044
2025-11-26 09:38:00-05:00,211.4550018310547,211.63999938964844,209.39999389648438,209.5399932861328,295054
2025-11-26 09:39:00-05:00,209.39999389648438,209.664794921875,208.72000122070312,208.98599243164062,270475
2025-11-26 09:40:00-05:00,209.0072021484375,209.60000610351562,208.58050537109375,209.09170532226562,235181
2025-11-26 09:41:00-05:00,209.1199951171875,209.47999572753906,208.85560607910156,209.41510009765625,154292
2025-11-26 09:42:00-05:00,209.35000610351562,209.4199981689453,208.22999572753906,208.9149932861328,180822
2025-11-26 09:43:00-05:00,208.90249633789062,209.22329711914062,208.48019409179688,208.58009338378906,166947
2025-11-26 09:44:00-05:00,208.60000610351562,209.75,208.60000610351562,209.38900756835938,163960
2025-11-26 09:45:00-05:00,209.4199981689453,209.99000549316406,209.02000427246094,209.38999938964844,171609
2025-11-26 09:46:00-05:00,209.50999450683594,209.83999633789062,209.10000610351562,209.4779052734375,109328
2025-11-26 09:47:00-05:00,209.47000122070312,209.50999450683594,208.58999633789062,208.66000366210938,175112
2025-11-26 09:48:00-05:00,208.77760314941406,208.80999755859375,208.11000061035156,208.5,135746
2025-11-26 09:49:00-05:00,208.3699951171875,208.72000122070312,208.0,208.6199951171875,198343
2025-11-26 09:50:00-05:00,208.63999938964844,210.17999267578125,208.14999389648438,210.02000427246094,209449
2025-11-26 09:51:00-05:00,210.01499938964844,211.0,209.92999267578125,209.9499969482422,249575
2025-11-26 09:52:00-05:00,209.9427947998047,210.1300048828125,209.02999877929688,209.8300018310547,157712
2025-11-26 09:53:00-05:00,209.91000366210938,210.3572998046875,209.5,209.77999877929688,161547
2025-11-26 09:54:00-05:00,209.75650024414062,209.91000366210938,209.25,209.4949951171875,75053
2025-11-26 09:55:00-05:00,209.4949951171875,209.51710510253906,208.5,208.875,135448
2025-11-26 09:56:00-05:00,208.875,208.875,207.8000030517578,207.88040161132812,166032
2025-11-26 09:57:00-05:00,207.80999755859375,208.7447967529297,207.55999755859375,208.63999938964844,135578
2025-11-26 09:58:00-05:00,208.71560668945312,208.80999755859375,207.5,207.70509338378906,153333
2025-11-26 09:59:00-05:00,207.7407989501953,208.32000732421875,207.0,208.1199951171875,171307
2025-11-26 10:00:00-05:00,208.11000061035156,208.3800048828125,207.41000366210938,207.66000366210938,115119
2025-11-26 10:01:00-05:00,207.65499877929688,208.20809936523438,207.58999633789062,208.03599548339844,149153
2025-11-26 10:02:00-05:00,208.00999450683594,209.42999267578125,207.8000030517578,209.1999969482422,235793
2025-11-26 10:03:00-05:00,209.1999969482422,209.4600067138672,208.97999572753906,209.13299560546875,102554
2025-11-26 10:04:00-05:00,209.10699462890625,209.2899932861328,208.7100067138672,209.1614990234375,93024
2025-11-26 10:05:00-05:00,209.1199951171875,209.24989318847656,208.75,208.8885040283203,67060
2025-11-26 10:06:00-05:00,208.75399780273438,209.64999389648438,208.75,209.62730407714844,102831
2025-11-26 10:07:00-05:00,209.5988006591797,210.14999389648438,209.41000366210938,210.0814971923828,169144
2025-11-26 10:08:00-05:00,210.10000610351562,210.89999389648438,209.92999267578125,210.7987060546875,176087
2025-11-26 10:09:00-05:00,210.8300018310547,211.2899932861328,210.6269073486328,210.9600067138672,199817
2025-11-26 10:10:00-05:00,210.89500427246094,211.14999389648438,210.5,210.69000244140625,136338
2025-11-26 10:11:00-05:00,210.66009521484375,210.72140502929688,209.99000549316406,210.50010681152344,99419
2025-11-26 10:12:00-05:00,210.60809326171875,211.1999969482422,210.5,210.8300018310547,142871
2025-11-26 10:13:00-05:00,210.83999633789062,211.07000732421875,210.5386962890625,210.71499633789062,81746
2025-11-26 10:14:00-05:00,210.6699981689453,210.85989379882812,210.4199981689453,210.7301025390625,85603
2025-11-26 10:15:00-05:00,210.74229431152344,211.1199951171875,210.22000122070312,210.247802734375,130759
2025-11-26 10:16:00-05:00,210.25,211.3679962158203,210.02999877929688,211.04119873046875,166566
2025-11-26 10:17:00-05:00,210.9199981689453,211.1300048828125,210.60000610351562,211.0399932861328,80177
2025-11-26 10:18:00-05:00,211.08999633789062,211.36000061035156,210.75999450683594,211.25999450683594,107188
2025-11-26 10:19:00-05:00,211.28810119628906,211.5500030517578,211.0128936767578,211.25,113732
2025-11-26 10:20:00-05:00,211.3300018310547,211.5800018310547,211.08009338378906,211.32000732421875,115605
2025-11-26 10:21:00-05:00,211.39990234375,211.39990234375,210.66160583496094,211.15989685058594,109538
2025-11-26 10:22:00-05:00,211.11500549316406,211.50999450683594,211.10000610351562,211.16000366210938,83223
2025-11-26 10:23:00-05:00,211.14999389648438,211.6199951171875,210.8000030517578,211.00999450683594,106872
2025-11-26 10:24:00-05:00,211.00999450683594,211.35980224609375,210.8000946044922,210.9499969482422,83552
2025-11-26 10:25:00-05:00,210.8800048828125,211.33999633789062,210.64999389648438,211.1342010498047,79106
2025-11-26 10:26:00-05:00,211.1699981689453,212.19000244140625,210.96009826660156,212.1300048828125,172885
